,Age,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
6786,19,22,167.64,157,56.0,56.0,56.0,63.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,62.0,46.0,43.0,43.0,43.0,46.0,43.0,33.0,33.0,33.0,43.0,59.0,53.0,40.0,65.0,45.0,69.0,62.0,58.0,62.0,67.0,73.0,74.0,73.0,54.0,68.0,60.0,54.0,56.0,35.0,57.0,45.0,22.0,55.0,58.0,55.0,55.0,16.0,23.0,21.0,12.0,14.0,7.0,9.0,13.0,7
6787,32,17,182.88,165,64.0,64.0,64.0,60.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,58.0,54.0,54.0,54.0,58.0,46.0,44.0,44.0,44.0,46.0,45.0,45.0,45.0,45.0,45.0,48.0,67.0,69.0,57.0,64.0,59.0,52.0,50.0,40.0,63.0,62.0,63.0,70.0,61.0,65.0,68.0,86.0,64.0,75.0,52.0,51.0,20.0,67.0,55.0,70.0,64.0,18.0,40.0,30.0,7.0,7.0,7.0,15.0,13.0,7
6788,25,23,175.26,154,67.0,67.0,67.0,69.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,70.0,67.0,67.0,67.0,70.0,73.0,69.0,69.0,69.0,73.0,72.0,68.0,68.0,68.0,72.0,74.0,59.0,55.0,69.0,59.0,67.0,65.0,33.0,62.0,66.0,84.0,85.0,75.0,75.0,75.0,73.0,66.0,90.0,69.0,70.0,84.0,68.0,66.0,60.0,45.0,72.0,62.0,71.0,73.0,10.0,14.0,7.0,8.0,7.0,8
6789,23,0,177.8,157,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,54.0,48.0,48.0,48.0,54.0,42.0,40.0,40.0,40.0,42.0,41.0,41.0,41.0,41.0,41.0,52.0,59.0,59.0,51.0,43.0,59.0,57.0,33.0,39.0,61.0,56.0,66.0,66.0,53.0,67.0,62.0,83.0,39.0,65.0,56.0,31.0,14.0,57.0,52.0,60.0,46.0,47.0,30.0,19.0,14.0,8.0,10.0,9.0,7.0,6
6790,31,23,175.26,152,61.0,61.0,61.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,65.0,67.0,65.0,65.0,65.0,67.0,66.0,63.0,63.0,63.0,66.0,62.0,50.0,48.0,69.0,50.0,67.0,62.0,52.0,60.0,65.0,68.0,77.0,74.0,62.0,65.0,66.0,61.0,75.0,68.0,62.0,60.0,66.0,65.0,59.0,55.0,69.0,66.0,64.0,67.0,12.0,13.0,11.0,16.0,10.0,7
6791,29,23,182.88,174,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,65.0,65.0,65.0,69.0,63.0,63.0,63.0,69.0,68.0,63.0,63.0,63.0,68.0,67.0,63.0,63.0,63.0,67.0,68.0,57.0,59.0,66.0,49.0,71.0,53.0,41.0,57.0,66.0,87.0,89.0,71.0,67.0,68.0,62.0,67.0,81.0,68.0,43.0,58.0,56.0,68.0,57.0,42.0,63.0,66.0,65.0,62.0,6.0,14.0,10.0,8.0,13.0,7
6792,35,11,172.72,154,64.0,64.0,64.0,69.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,70.0,69.0,69.0,69.0,70.0,69.0,68.0,68.0,68.0,69.0,67.0,65.0,65.0,65.0,67.0,68.0,51.0,50.0,69.0,51.0,71.0,61.0,59.0,65.0,70.0,80.0,77.0,81.0,72.0,81.0,70.0,84.0,76.0,71.0,65.0,72.0,72.0,66.0,76.0,60.0,74.0,56.0,62.0,64.0,12.0,12.0,6.0,8.0,13.0,8
6793,20,17,182.88,168,56.0,56.0,56.0,54.0,55.0,55.0,55.0,54.0,52.0,52.0,52.0,52.0,43.0,43.0,43.0,52.0,39.0,33.0,33.0,33.0,39.0,38.0,32.0,32.0,32.0,38.0,28.0,63.0,51.0,45.0,36.0,48.0,42.0,25.0,29.0,51.0,92.0,91.0,69.0,47.0,58.0,53.0,64.0,60.0,58.0,43.0,23.0,14.0,56.0,46.0,54.0,42.0,32.0,14.0,12.0,14.0,13.0,11.0,6.0,7.0,6
6794,23,11,182.88,163,70.0,70.0,70.0,73.0,74.0,74.0,74.0,73.0,75.0,75.0,75.0,74.0,76.0,76.0,76.0,74.0,70.0,72.0,72.0,72.0,70.0,68.0,65.0,65.0,65.0,68.0,65.0,75.0,47.0,79.0,59.0,78.0,71.0,67.0,78.0,79.0,65.0,68.0,65.0,72.0,65.0,74.0,50.0,75.0,66.0,76.0,61.0,69.0,71.0,78.0,69.0,62.0,67.0,76.0,54.0,13.0,12.0,13.0,12.0,9.0,8
6795,19,10,185.42,174,35.0,35.0,35.0,32.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,34.0,35.0,35.0,35.0,34.0,47.0,47.0,47.0,47.0,47.0,50.0,54.0,54.0,54.0,50.0,22.0,18.0,48.0,31.0,31.0,28.0,26.0,28.0,26.0,30.0,55.0,55.0,46.0,48.0,59.0,38.0,71.0,63.0,57.0,23.0,45.0,60.0,29.0,31.0,42.0,43.0,59.0,65.0,55.0,15.0,5.0,6.0,9.0,13.0,6
6796,27,17,185.42,179,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,66.0,66.0,59.0,59.0,59.0,66.0,53.0,50.0,50.0,50.0,53.0,51.0,48.0,48.0,48.0,51.0,59.0,73.0,58.0,57.0,72.0,68.0,73.0,65.0,43.0,71.0,71.0,71.0,76.0,68.0,63.0,70.0,66.0,72.0,66.0,66.0,58.0,28.0,75.0,65.0,55.0,71.0,59.0,28.0,28.0,16.0,13.0,13.0,9.0,9.0,8
6797,31,21,182.88,161,60.0,60.0,60.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,64.0,60.0,60.0,60.0,64.0,56.0,53.0,53.0,53.0,56.0,54.0,49.0,49.0,49.0,54.0,65.0,57.0,50.0,62.0,56.0,66.0,60.0,59.0,63.0,66.0,75.0,74.0,71.0,60.0,65.0,61.0,74.0,68.0,63.0,55.0,59.0,29.0,56.0,63.0,55.0,57.0,34.0,50.0,49.0,10.0,7.0,12.0,14.0,7.0,7
6798,27,17,187.96,192,63.0,63.0,63.0,57.0,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,52.0,57.0,44.0,43.0,43.0,43.0,44.0,41.0,40.0,40.0,40.0,41.0,49.0,68.0,66.0,54.0,58.0,57.0,47.0,19.0,44.0,62.0,54.0,67.0,56.0,50.0,65.0,71.0,61.0,74.0,85.0,53.0,41.0,33.0,63.0,54.0,66.0,54.0,28.0,13.0,12.0,8.0,12.0,6.0,7.0,15.0,7
6799,19,3,177.8,143,53.0,53.0,53.0,60.0,58.0,58.0,58.0,60.0,59.0,59.0,59.0,62.0,60.0,60.0,60.0,62.0,63.0,60.0,60.0,60.0,63.0,62.0,57.0,57.0,57.0,62.0,64.0,32.0,51.0,61.0,51.0,65.0,58.0,47.0,57.0,63.0,77.0,71.0,68.0,61.0,64.0,49.0,70.0,78.0,47.0,48.0,58.0,56.0,57.0,61.0,45.0,58.0,64.0,57.0,59.0,14.0,14.0,11.0,11.0,7.0,7
6800,29,11,182.88,154,64.0,64.0,64.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,66.0,66.0,66.0,69.0,61.0,60.0,60.0,60.0,61.0,58.0,53.0,53.0,53.0,58.0,65.0,65.0,52.0,69.0,57.0,70.0,64.0,57.0,66.0,69.0,82.0,84.0,72.0,64.0,74.0,66.0,68.0,80.0,63.0,68.0,62.0,57.0,55.0,70.0,56.0,62.0,35.0,56.0,26.0,16.0,9.0,14.0,6.0,10.0,7
6801,24,13,182.88,165,57.0,57.0,57.0,62.0,61.0,61.0,61.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,60.0,60.0,60.0,60.0,60.0,58.0,56.0,56.0,56.0,58.0,62.0,47.0,42.0,71.0,49.0,62.0,52.0,46.0,69.0,70.0,69.0,68.0,57.0,62.0,65.0,61.0,58.0,60.0,67.0,60.0,58.0,40.0,49.0,68.0,48.0,56.0,58.0,59.0,56.0,8.0,6.0,13.0,8.0,14.0,7
6802,18,3,177.8,172,49.0,49.0,49.0,51.0,49.0,49.0,49.0,51.0,48.0,48.0,48.0,51.0,48.0,48.0,48.0,51.0,57.0,54.0,54.0,54.0,57.0,58.0,58.0,58.0,58.0,58.0,53.0,49.0,51.0,45.0,38.0,54.0,43.0,39.0,41.0,43.0,65.0,58.0,62.0,62.0,59.0,38.0,60.0,63.0,63.0,37.0,62.0,56.0,48.0,44.0,33.0,42.0,59.0,65.0,66.0,6.0,10.0,10.0,15.0,14.0,6
6803,18,17,177.8,163,47.0,47.0,47.0,45.0,46.0,46.0,46.0,45.0,44.0,44.0,44.0,44.0,39.0,39.0,39.0,44.0,32.0,29.0,29.0,29.0,32.0,31.0,27.0,27.0,27.0,31.0,32.0,53.0,45.0,37.0,35.0,44.0,39.0,32.0,32.0,46.0,52.0,54.0,53.0,47.0,55.0,46.0,68.0,51.0,44.0,41.0,25.0,13.0,48.0,41.0,55.0,49.0,18.0,16.0,11.0,6.0,9.0,11.0,7.0,12.0,5
6804,20,10,177.8,154,44.0,44.0,44.0,47.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,49.0,47.0,47.0,47.0,49.0,54.0,51.0,51.0,51.0,54.0,55.0,54.0,54.0,54.0,55.0,45.0,27.0,52.0,50.0,22.0,49.0,29.0,33.0,41.0,48.0,67.0,64.0,59.0,56.0,54.0,39.0,58.0,62.0,53.0,35.0,46.0,53.0,43.0,43.0,38.0,39.0,54.0,58.0,59.0,13.0,10.0,13.0,14.0,13.0,6
6805,21,23,177.8,163,45.0,45.0,45.0,52.0,48.0,48.0,48.0,52.0,50.0,50.0,50.0,54.0,52.0,52.0,52.0,54.0,59.0,57.0,57.0,57.0,59.0,59.0,58.0,58.0,58.0,59.0,58.0,25.0,53.0,58.0,23.0,54.0,30.0,31.0,53.0,57.0,74.0,67.0,72.0,58.0,71.0,31.0,73.0,67.0,66.0,25.0,62.0,56.0,39.0,43.0,37.0,40.0,56.0,57.0,56.0,10.0,13.0,11.0,7.0,11.0,7
6806,29,5,190.5,187,54.0,54.0,54.0,51.0,53.0,53.0,53.0,51.0,55.0,55.0,55.0,55.0,62.0,62.0,62.0,55.0,64.0,70.0,70.0,70.0,64.0,65.0,72.0,72.0,72.0,65.0,40.0,42.0,76.0,64.0,29.0,57.0,32.0,22.0,68.0,58.0,51.0,39.0,48.0,71.0,45.0,55.0,44.0,79.0,85.0,30.0,68.0,74.0,40.0,64.0,72.0,73.0,70.0,77.0,75.0,6.0,8.0,13.0,7.0,8.0,8
6807,24,10,182.88,183,47.0,47.0,47.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0,48.0,48.0,48.0,47.0,60.0,60.0,60.0,60.0,60.0,62.0,68.0,68.0,68.0,62.0,41.0,27.0,70.0,56.0,27.0,39.0,32.0,31.0,48.0,54.0,63.0,62.0,55.0,65.0,56.0,46.0,88.0,61.0,78.0,21.0,56.0,69.0,30.0,30.0,49.0,52.0,69.0,70.0,67.0,13.0,9.0,13.0,9.0,9.0,7
6808,33,22,175.26,170,62.0,62.0,62.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,63.0,59.0,59.0,59.0,63.0,55.0,52.0,52.0,52.0,55.0,54.0,51.0,51.0,51.0,54.0,65.0,59.0,49.0,63.0,60.0,69.0,67.0,66.0,53.0,66.0,68.0,72.0,72.0,65.0,72.0,72.0,51.0,42.0,59.0,65.0,61.0,37.0,62.0,62.0,63.0,62.0,46.0,45.0,51.0,16.0,10.0,16.0,14.0,6.0,7
6809,32,3,177.8,170,55.0,55.0,55.0,61.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,64.0,68.0,67.0,67.0,67.0,68.0,67.0,66.0,66.0,66.0,67.0,68.0,25.0,58.0,68.0,30.0,69.0,67.0,53.0,63.0,67.0,65.0,67.0,76.0,66.0,76.0,63.0,71.0,85.0,69.0,33.0,73.0,64.0,59.0,64.0,53.0,63.0,63.0,68.0,67.0,9.0,7.0,8.0,10.0,14.0,7
6810,23,21,170.18,141,66.0,66.0,66.0,70.0,68.0,68.0,68.0,70.0,68.0,68.0,68.0,69.0,63.0,63.0,63.0,69.0,57.0,52.0,52.0,52.0,57.0,54.0,45.0,45.0,45.0,54.0,65.0,67.0,42.0,69.0,60.0,73.0,64.0,61.0,64.0,68.0,84.0,83.0,83.0,68.0,84.0,73.0,61.0,71.0,62.0,63.0,43.0,25.0,63.0,63.0,58.0,64.0,39.0,37.0,44.0,8.0,12.0,8.0,8.0,8.0,8
6811,25,19,175.26,159,64.0,64.0,64.0,68.0,67.0,67.0,67.0,68.0,69.0,69.0,69.0,68.0,65.0,65.0,65.0,68.0,56.0,55.0,55.0,55.0,56.0,53.0,48.0,48.0,48.0,53.0,70.0,63.0,46.0,71.0,57.0,73.0,70.0,64.0,70.0,74.0,67.0,66.0,76.0,63.0,77.0,69.0,60.0,51.0,60.0,69.0,52.0,42.0,62.0,71.0,58.0,68.0,42.0,34.0,41.0,13.0,11.0,12.0,8.0,9.0,8
6812,26,22,170.18,143,67.0,67.0,67.0,73.0,71.0,71.0,71.0,73.0,72.0,72.0,72.0,73.0,67.0,67.0,67.0,73.0,57.0,53.0,53.0,53.0,57.0,53.0,43.0,43.0,43.0,53.0,75.0,67.0,49.0,73.0,66.0,77.0,73.0,70.0,72.0,76.0,78.0,77.0,79.0,69.0,84.0,70.0,59.0,66.0,43.0,64.0,44.0,38.0,68.0,70.0,65.0,66.0,30.0,31.0,29.0,9.0,7.0,11.0,10.0,9.0,8
6813,27,12,175.26,168,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,57.0,59.0,59.0,59.0,57.0,60.0,62.0,62.0,62.0,60.0,60.0,61.0,61.0,61.0,60.0,51.0,38.0,56.0,63.0,32.0,55.0,36.0,35.0,61.0,65.0,58.0,62.0,69.0,63.0,68.0,56.0,65.0,76.0,68.0,43.0,74.0,59.0,41.0,53.0,41.0,53.0,55.0,64.0,57.0,12.0,11.0,11.0,8.0,6.0,7
6814,21,0,182.88,161,60.0,60.0,60.0,57.0,57.0,57.0,57.0,57.0,55.0,55.0,55.0,57.0,50.0,50.0,50.0,57.0,48.0,43.0,43.0,43.0,48.0,47.0,42.0,42.0,42.0,47.0,48.0,56.0,49.0,48.0,58.0,53.0,60.0,40.0,42.0,57.0,84.0,86.0,64.0,55.0,69.0,69.0,67.0,78.0,84.0,59.0,37.0,22.0,57.0,47.0,58.0,47.0,29.0,30.0,35.0,6.0,8.0,9.0,6.0,8.0,7
6815,26,3,182.88,152,63.0,63.0,63.0,67.0,65.0,65.0,65.0,67.0,65.0,65.0,65.0,69.0,65.0,65.0,65.0,69.0,70.0,66.0,66.0,66.0,70.0,69.0,64.0,64.0,64.0,69.0,69.0,54.0,57.0,68.0,40.0,75.0,59.0,46.0,54.0,70.0,77.0,80.0,73.0,67.0,67.0,59.0,72.0,90.0,72.0,43.0,58.0,66.0,61.0,63.0,44.0,68.0,58.0,66.0,67.0,7.0,14.0,11.0,10.0,14.0,8
6816,27,21,182.88,170,73.0,73.0,73.0,78.0,77.0,77.0,77.0,78.0,79.0,79.0,79.0,79.0,77.0,77.0,77.0,79.0,73.0,71.0,71.0,71.0,73.0,71.0,65.0,65.0,65.0,71.0,78.0,74.0,60.0,82.0,73.0,84.0,78.0,72.0,75.0,84.0,75.0,76.0,75.0,74.0,73.0,68.0,65.0,77.0,63.0,74.0,66.0,70.0,76.0,80.0,72.0,78.0,50.0,64.0,70.0,4.0,5.0,3.0,4.0,8.0,9
6817,22,13,182.88,165,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,58.0,61.0,61.0,61.0,58.0,61.0,63.0,63.0,63.0,61.0,60.0,61.0,61.0,61.0,60.0,57.0,39.0,60.0,73.0,38.0,63.0,45.0,49.0,72.0,57.0,54.0,53.0,48.0,61.0,51.0,58.0,62.0,64.0,56.0,43.0,70.0,64.0,47.0,56.0,55.0,52.0,62.0,60.0,60.0,9.0,5.0,10.0,7.0,14.0,7
6818,28,1,172.72,154,65.0,65.0,65.0,64.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,54.0,64.0,62.0,67.0,59.0,64.0,45.0,35.0,62.0,66.0,73.0,76.0,64.0,60.0,74.0,67.0,76.0,75.0,69.0,68.0,67.0,55.0,63.0,61.0,60.0,62.0,59.0,61.0,58.0,10.0,9.0,10.0,12.0,13.0,7
6819,19,10,193.04,183,45.0,45.0,45.0,38.0,40.0,40.0,40.0,38.0,37.0,37.0,37.0,40.0,39.0,39.0,39.0,40.0,47.0,48.0,48.0,48.0,47.0,50.0,55.0,55.0,55.0,50.0,37.0,31.0,60.0,42.0,34.0,26.0,21.0,25.0,29.0,41.0,55.0,67.0,44.0,58.0,48.0,62.0,52.0,59.0,77.0,27.0,72.0,42.0,31.0,29.0,34.0,39.0,48.0,61.0,45.0,12.0,10.0,8.0,7.0,15.0,6
6820,26,21,182.88,170,65.0,65.0,65.0,66.0,65.0,65.0,65.0,66.0,64.0,64.0,64.0,65.0,58.0,58.0,58.0,65.0,54.0,50.0,50.0,50.0,54.0,52.0,47.0,47.0,47.0,52.0,58.0,63.0,58.0,63.0,63.0,62.0,50.0,39.0,50.0,65.0,80.0,89.0,73.0,66.0,57.0,63.0,73.0,69.0,67.0,58.0,49.0,30.0,68.0,60.0,53.0,62.0,48.0,34.0,26.0,13.0,8.0,6.0,15.0,10.0,7
6821,28,12,193.04,194,55.0,55.0,55.0,51.0,54.0,54.0,54.0,51.0,55.0,55.0,55.0,54.0,63.0,63.0,63.0,54.0,64.0,70.0,70.0,70.0,64.0,65.0,72.0,72.0,72.0,65.0,38.0,31.0,78.0,67.0,46.0,53.0,35.0,39.0,56.0,65.0,33.0,51.0,44.0,69.0,34.0,71.0,33.0,90.0,91.0,38.0,78.0,78.0,43.0,66.0,43.0,78.0,70.0,71.0,63.0,14.0,15.0,8.0,9.0,15.0,8
6822,26,19,182.88,172,69.0,69.0,69.0,65.0,67.0,67.0,67.0,65.0,65.0,65.0,65.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,63.0,57.0,72.0,71.0,64.0,64.0,64.0,53.0,40.0,55.0,63.0,72.0,68.0,70.0,72.0,73.0,75.0,66.0,67.0,74.0,64.0,78.0,61.0,68.0,62.0,67.0,61.0,51.0,65.0,64.0,9.0,12.0,8.0,15.0,13.0,8
6823,28,17,177.8,170,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,67.0,61.0,61.0,61.0,67.0,52.0,49.0,49.0,49.0,52.0,50.0,45.0,45.0,45.0,50.0,63.0,63.0,64.0,64.0,57.0,70.0,66.0,44.0,56.0,71.0,77.0,75.0,71.0,68.0,51.0,74.0,54.0,72.0,65.0,71.0,62.0,21.0,65.0,58.0,56.0,57.0,31.0,33.0,26.0,13.0,10.0,14.0,6.0,9.0,7
6824,26,10,187.96,176,44.0,44.0,44.0,46.0,45.0,45.0,45.0,46.0,47.0,47.0,47.0,48.0,50.0,50.0,50.0,48.0,57.0,58.0,58.0,58.0,57.0,58.0,62.0,62.0,62.0,58.0,33.0,25.0,59.0,50.0,29.0,48.0,35.0,34.0,52.0,50.0,66.0,72.0,71.0,60.0,63.0,28.0,77.0,66.0,70.0,38.0,70.0,64.0,29.0,42.0,27.0,59.0,60.0,64.0,62.0,13.0,10.0,15.0,15.0,7.0,7
6825,26,12,182.88,170,65.0,65.0,65.0,65.0,66.0,66.0,66.0,65.0,67.0,67.0,67.0,67.0,71.0,71.0,71.0,67.0,71.0,74.0,74.0,74.0,71.0,71.0,73.0,73.0,73.0,71.0,59.0,50.0,65.0,77.0,58.0,66.0,54.0,65.0,71.0,72.0,63.0,60.0,67.0,75.0,63.0,73.0,71.0,77.0,74.0,66.0,82.0,75.0,64.0,66.0,77.0,74.0,73.0,75.0,73.0,14.0,12.0,10.0,12.0,5.0,8
6826,25,17,185.42,176,60.0,60.0,60.0,57.0,58.0,58.0,58.0,57.0,56.0,56.0,56.0,56.0,49.0,49.0,49.0,56.0,42.0,39.0,39.0,39.0,42.0,40.0,37.0,37.0,37.0,40.0,47.0,60.0,60.0,51.0,57.0,61.0,52.0,40.0,38.0,58.0,64.0,74.0,66.0,55.0,65.0,63.0,67.0,72.0,73.0,58.0,47.0,14.0,56.0,50.0,57.0,49.0,23.0,21.0,13.0,14.0,5.0,14.0,7.0,5.0,7
6827,23,10,190.5,185,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,48.0,48.0,48.0,48.0,48.0,57.0,57.0,57.0,57.0,57.0,58.0,62.0,62.0,62.0,58.0,54.0,26.0,66.0,58.0,30.0,39.0,34.0,27.0,41.0,59.0,57.0,63.0,40.0,59.0,45.0,53.0,64.0,58.0,74.0,32.0,64.0,56.0,31.0,38.0,40.0,43.0,63.0,61.0,58.0,13.0,14.0,7.0,14.0,15.0,7
6828,26,19,182.88,179,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,61.0,55.0,55.0,55.0,61.0,48.0,47.0,47.0,47.0,48.0,45.0,43.0,43.0,43.0,45.0,58.0,62.0,41.0,48.0,51.0,66.0,47.0,63.0,56.0,63.0,71.0,61.0,57.0,57.0,74.0,65.0,46.0,61.0,75.0,52.0,42.0,24.0,67.0,68.0,51.0,64.0,61.0,26.0,23.0,6.0,7.0,11.0,12.0,9.0,7
6829,23,23,182.88,163,58.0,58.0,58.0,66.0,62.0,62.0,62.0,66.0,64.0,64.0,64.0,69.0,65.0,65.0,65.0,69.0,74.0,68.0,68.0,68.0,74.0,73.0,68.0,68.0,68.0,73.0,76.0,39.0,50.0,75.0,41.0,69.0,39.0,32.0,63.0,74.0,89.0,92.0,74.0,67.0,70.0,49.0,84.0,77.0,66.0,38.0,62.0,68.0,56.0,48.0,39.0,58.0,64.0,74.0,73.0,10.0,13.0,10.0,11.0,12.0,8
6830,32,1,172.72,148,53.0,53.0,53.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,60.0,65.0,65.0,65.0,60.0,62.0,66.0,66.0,66.0,62.0,60.0,62.0,62.0,62.0,60.0,62.0,41.0,36.0,69.0,55.0,60.0,67.0,70.0,68.0,67.0,42.0,44.0,69.0,66.0,72.0,59.0,72.0,68.0,68.0,49.0,87.0,66.0,58.0,70.0,53.0,72.0,59.0,64.0,60.0,16.0,12.0,13.0,13.0,15.0,7
6831,26,14,187.96,172,57.0,57.0,57.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0,56.0,60.0,60.0,60.0,56.0,67.0,70.0,70.0,70.0,67.0,69.0,75.0,75.0,75.0,69.0,61.0,41.0,73.0,67.0,52.0,45.0,54.0,48.0,75.0,55.0,52.0,63.0,38.0,77.0,37.0,71.0,81.0,68.0,83.0,45.0,80.0,72.0,42.0,44.0,77.0,75.0,79.0,75.0,77.0,7.0,15.0,13.0,7.0,11.0,8
6832,22,3,177.8,161,53.0,53.0,53.0,57.0,54.0,54.0,54.0,57.0,56.0,56.0,56.0,59.0,56.0,56.0,56.0,59.0,61.0,59.0,59.0,59.0,61.0,61.0,60.0,60.0,60.0,61.0,62.0,45.0,55.0,63.0,53.0,60.0,48.0,39.0,57.0,57.0,72.0,67.0,76.0,53.0,74.0,48.0,77.0,75.0,68.0,33.0,54.0,58.0,47.0,53.0,40.0,53.0,60.0,62.0,59.0,15.0,13.0,11.0,6.0,10.0,7
6833,20,23,172.72,154,46.0,46.0,46.0,49.0,47.0,47.0,47.0,49.0,47.0,47.0,47.0,51.0,48.0,48.0,48.0,51.0,57.0,53.0,53.0,53.0,57.0,57.0,54.0,54.0,54.0,57.0,45.0,34.0,41.0,51.0,24.0,49.0,28.0,29.0,46.0,42.0,71.0,77.0,72.0,61.0,67.0,31.0,57.0,78.0,53.0,29.0,56.0,56.0,55.0,31.0,37.0,43.0,52.0,62.0,56.0,8.0,15.0,6.0,9.0,13.0,6
6834,29,22,182.88,174,53.0,53.0,53.0,55.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,55.0,53.0,53.0,53.0,55.0,52.0,49.0,49.0,49.0,52.0,51.0,48.0,48.0,48.0,51.0,61.0,55.0,49.0,57.0,41.0,54.0,62.0,62.0,50.0,54.0,62.0,62.0,64.0,52.0,51.0,55.0,64.0,57.0,54.0,52.0,50.0,47.0,52.0,53.0,55.0,50.0,26.0,52.0,51.0,12.0,7.0,15.0,13.0,10.0,6
6835,20,11,180.34,141,53.0,53.0,53.0,55.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,55.0,56.0,55.0,55.0,55.0,56.0,56.0,53.0,53.0,53.0,56.0,40.0,49.0,42.0,57.0,40.0,53.0,50.0,30.0,48.0,57.0,78.0,70.0,65.0,56.0,68.0,48.0,55.0,75.0,61.0,49.0,60.0,52.0,50.0,52.0,24.0,50.0,52.0,54.0,52.0,9.0,6.0,8.0,7.0,10.0,6
6836,27,3,175.26,165,62.0,62.0,62.0,64.0,63.0,63.0,63.0,64.0,62.0,62.0,62.0,65.0,64.0,64.0,64.0,65.0,71.0,68.0,68.0,68.0,71.0,71.0,70.0,70.0,70.0,71.0,73.0,42.0,68.0,64.0,42.0,63.0,57.0,35.0,56.0,69.0,76.0,74.0,72.0,74.0,73.0,66.0,70.0,83.0,72.0,58.0,82.0,69.0,60.0,57.0,39.0,72.0,69.0,72.0,71.0,6.0,9.0,7.0,14.0,15.0,8
6837,30,14,185.42,192,49.0,49.0,49.0,51.0,50.0,50.0,50.0,51.0,53.0,53.0,53.0,56.0,60.0,60.0,60.0,56.0,67.0,71.0,71.0,71.0,67.0,68.0,74.0,74.0,74.0,68.0,54.0,23.0,79.0,69.0,13.0,55.0,40.0,39.0,66.0,67.0,49.0,60.0,54.0,66.0,58.0,43.0,79.0,73.0,82.0,17.0,80.0,75.0,30.0,56.0,51.0,70.0,74.0,73.0,72.0,9.0,13.0,8.0,13.0,6.0,8
6838,19,13,170.18,165,53.0,53.0,53.0,53.0,54.0,54.0,54.0,53.0,55.0,55.0,55.0,54.0,56.0,56.0,56.0,54.0,52.0,55.0,55.0,55.0,52.0,52.0,53.0,53.0,53.0,52.0,41.0,37.0,54.0,66.0,41.0,54.0,45.0,44.0,61.0,59.0,64.0,60.0,56.0,53.0,70.0,67.0,58.0,55.0,57.0,41.0,62.0,44.0,53.0,53.0,52.0,45.0,47.0,54.0,52.0,14.0,10.0,6.0,8.0,10.0,6
